text_1.started,text_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.729510092060082,None,space,7.913998647010885,19.709067874005996,None,1,001,2020_Mar_23_1124,handedness,2020.1.2,59.916956781339806,
